Word|Antonym1,Antonym2,Antonym3,Antonym4
same|other,different,unlike
sameness|difference
sanctify|desecrate
sanction|disapprove
sanctitude|unholiness
sanctity|unholiness
sandlike|argillaceous
sandy|argillaceous
sane|insane
sanely|insanely,unreasonably
saneness|insanity
sanitariness|unsanitariness
sanitary|unsanitary
sanity|insanity
saponified|unsaponified
sarcastic|unsarcastic
satiate|insatiate
satiated|insatiate
satisfaction|dissatisfaction
satisfactorily|unsatisfactorily
satisfactoriness|unsatisfactoriness
satisfactory|unsatisfactory
satisfy|fall
saturated|unsaturated,unsaturated
saved|lost
savory|unsavory
savoury|unsavory
farewell|welcome
scalable|unscalable
down|blow
up|scale
scarce|abundant
scarceness|abundance
scarcity|abundance
scent|deodourise,deodorize
scented|scentless
scentless|scented
scheduled|unscheduled
scholarly|unscholarly
text|trade
schoolbook|trade
scientific|unscientific
scrag|fat
scramble|unscramble
screw|unscrew
scrimpy|ample
scripted|unscripted
scrupulous|unscrupulous
scrupulousness|unscrupulousness
sea|air,land
seal|unseal
sealed|unsealed
seamanlike|unseamanlike
seamanly|unseamanlike
seamed|seamless
seamless|seamed
seasonable|unseasonable
seasonableness|untimeliness,unseasonableness
seasonably|unseasonably
seasonal|year-round
seasoned|unseasoned
seated|standing
seaward|offshore
seawater|fresh
seaworthy|unseaworthy
second|first
secondarily|primarily
secondary|primary
secretiveness|openness
sectarian|nonsectarian
secular|clergyman
secure|insecure,unprotected,unfasten
bond|unsecured
securely|insecurely
secureness|looseness,insecureness
security|insecurity
sedate|stimulate
sedimentary|igneous
seductive|unseductive
seeable|invisible
seeded|unseeded
seedless|seedy
seedy|seedless
seemliness|unseemliness
segregate|desegregate
segregated|integrated
segregation|integration
seldom|often
selected|unselected
self-centered|altruistic
self-centeredness|altruism
self-centred|altruistic
self-concern|altruism
self-consciously|unselfconsciously
self-consciousness|unselfconsciousness
self-distrust|confidence
self-doubt|confidence
self-employed|salaried
self-examining|extrospective
self-fertilisation|cross-fertilization
self-fertilization|cross-fertilization
self-generated|induced
self-interest|altruism
selfish|unselfish
selfishly|unselfishly
selfishness|unselfishness
selfless|egoistic
selflessness|egoism
self-pollination|cross-pollination
sell|buy
away|hire
senior|junior
sensational|unsensational
movement|kinanesthesia
purpose|purposelessness
organ|effector
sensibilise|desensitize
sensibility|insensibility
sensibilize|desensitize
sensible|unreasonable,insensible
sensibly|unreasonably
sensify|desensitize
sensitise|desensitise,desensitize,desensitize
sensitising|desensitizing
sensitive|insensitive,insensible
sensitively|insensitively
sensitiveness|insensitiveness,insensitivity
sensitivity|insensitiveness,insensitivity
sensitize|desensitize,desensitise,desensitize
sensitizing|desensitizing
sensorial|extrasensory
receptor|effector
sensory|extrasensory
sent|unsent
sentence|acquittal
sentience|insentience
sentient|insentient
sentimentally|unsentimentally
separably|inseparably
separate|joint,unite
separation|union
equinox|vernal
septic|antiseptic
operation|parallel
sequestration|integration
operation|parallel
serious|frivolous,playful
serious-mindedness|frivolity
seriousness|frivolity
service|disservice
serviceable|unserviceable
serviceman|civilian
servile|unservile
sessile|vagile,pedunculate
about|end
down|embark
out|end
up|level,disarrange,disassemble,abolish
set|rise
settle|float
settled|unsettled
sexual|asexual
sexy|anaphrodisiac,unsexy
shaded|unshaded
shallow|deep
shallowness|deepness,profundity
shame|honor
shamelessly|ashamedly
up|regress
shapely|unshapely
shared|unshared
sharp|dull,flat,natural
sharpen|dull,flatten,soften,blur
sharpness|dullness,softness,indistinctness
shaved|unshaven
shaven|unshaven
sheared|unsheared
sheathe|unsheathe
sheathed|unsheathed
shed|persistent
shelled|unshelled
shell-less|shelled
shew|disprove
shiny|unglazed
ship|disembark
shockable|unshockable
shod|discalced,unshod
shodden|unshod
shoed|unshod
at|boycott
shop|boycott
shorn|unsheared
short|long,retentive,tall
shorten|expand,lengthen
shortness|longness,tallness
shortsighted|farsighted
shortsightedness|providence,hyperopia
short-spurred|long-spurred
shout|whisper
show|hide,disprove
showtime|middle,end
shrink|expand,stretch
shrinkable|unshrinkable
down|open
mouth|talk
out|admit
up|open
shut|open,admit
shuttered|unshuttered
shutting|opening
sick|well,keep
sickness|wellness
side|top,bottom,straddle
sidereal|civil
sighted|blind
in|check
signed|unsigned
significance|insignificance
significant|insignificant,nonsignificant
significantly|insignificantly
silence|sound,louden
silenced|unsilenced
similar|dissimilar,unalike,unlike
similarity|dissimilarity
similitude|dissimilitude,unlikeness
simple|complex,compound
simpleness|difficulty,complexity
simplicity|difficulty,complexity
simplify|complicate
operation|serial
sincere|insincere
sincerely|insincerely
sincerity|frivolity,insincerity
sing|keep
single|multiple,double,common,married
single-barreled|double-barreled
single-barrelled|double-barreled
single-breasted|double-breasted
single-lane|multilane
singly|multiply
form|plural
matrix|nonsingular
singular|plural
sinistral|dextral
sink|float,source
sinkable|unsinkable
sis|brother
sister|brother
sisterlike|brotherly
sisterly|brotherly
down|arise,stand,lie
sit|stand,lie,arise
sitter|stander
trot|rising
sitting|standing
sized|unsized
skew|align
skilled|unskilled
skillfulness|unskillfulness
milk|whole
milk|whole
bones|fat
skinless|skinned
skinned|skinless
state|free
slave|free
in|live
out|live
sleep|wake
sleepiness|wakefulness
sleeping|waking
sleeplessness|sleepiness
sleeved|sleeveless
sleeveless|sleeved
slenderize|gain
slenderly|amply
slenderness|thickness
down|gain
slim|gain
off|slip
on|slip
slippery|nonslippery
slippy|nonslippery
sloppiness|carefulness
down|accelerate,tense
lane|fast
up|accelerate
slow|fast,quickly,accelerate
slowing|acceleration
slowly|quickly
slug|work
slumber|wake
slur|focus
letter|uppercase
small|big,big,large
small-mindedly|broad-mindedly
smallness|bigness,largeness
bomb|dumb
smart|stupid
smilingly|unsmilingly
smokeless|smoky
smoker|nonsmoker
smoky|smokeless
smooth|rough,roughen,staccato
smoothbore|rifled
smoothen|roughen
smoothness|roughness
mail|electronic
snap|inelasticity
snarl|unsnarl,disentangle
it|be
out|ignite
soak|undercharge
sober|intoxicated,playful
soberness|drunkenness
sobriety|drunkenness
sociability|unsociability
sociable|unsociable
sociableness|unsociability
sociably|unsociably
social|unsocial
socialism|capitalism
economy|capitalism
socialist|capitalistic
socialistic|capitalistic
drug|hard
spot|good
water|hard
soft|hard,hardened,forte,unvoiced,loud
game|hardball
softball|hardball
soft-boiled|hardhearted
soften|harden,sharpen,stand
fish|spiny-finned
softhearted|hardhearted
softly|forte,loudly
softness|hardness,sharpness,distinctness,loudness,fitness
package|hardware
program|hardware
system|hardware
software|hardware
soil|clean
soiled|clean
apex|antapex
sold|unsold
soled|soleless
soleless|soled
solemnity|levity
solid|liquid,gaseous,hollow
solidity|hollowness,porosity
solidness|porosity,insubstantiality
solubility|insolubility,insolubility,unsolvability
soluble|insoluble
solvability|insolubility,unsolvability
solved|unsolved
solvency|insolvency
solvent|insolvent
some|no,all
somewhat|immoderately,unreasonably
somnolence|wakefulness
son|girl,daughter
sonant|unvoiced
sonic|subsonic,supersonic
soothe|irritate
sophisticated|naive
sophistication|naivete
sorely|painlessly
sororal|brotherly
sorrow|joy
sorrowful|joyful
sorry|unregretful
so-so|intolerably,unacceptably
off|cheer
sound|silence,unsound,devoice
soundable|unfathomable
soundness|unsoundness
sour|sweet,sweeten
program|object
source|sink
soured|unsoured
south|north
southern|northern
southernness|northernness
spaced|unspaced
spacial|nonspatial
spareness|fatness
sparingly|amply
sparkling|still
spat|boo
spatial|nonspatial
speaking|nonspeaking
agent|general
verdict|general
specialise|diversify,generalize
specialised|unspecialized
specialiser|generalist
specialist|generalist
speciality|weak
specialize|diversify,generalize
specialized|unspecialized
specializer|generalist
specialness|generality
specialty|weak
specific|general,nonspecific,nonspecific
specifically|generally
specified|unspecified
specify|generalize
color|achromatic
colour|achromatic
up|decelerate,decelerate
speed|decelerate,linger
speedily|slowly
speedup|deceleration
spell|unspell
spew|keep
spherical|nonspherical
beans|keep
spineless|vertebrate,spinous
spinous|spineless
spiny|spineless
fish|soft-finned
spirited|spiritless
spiritism|worldliness
spiritless|spirited
spiritualise|literalize
spiritualism|worldliness
spirituality|worldliness
spiritualize|literalize
splayfoot|pigeon-toed
splayfooted|pigeon-toed
ticket|straight
up|unite
split|unite
splitter|lumper
system|merit
spoken|written
sponginess|incompressibility
sponsor|boycott
abortion|live
spontaneous|induced
sporadic|continual
sportingly|unsportingly
spotlight|play
out|contract,fold
spread|gather,fold
equinox|autumnal
springtide|neap
spue|keep
spuriousness|genuineness
squander|conserve
shooter|liar
square|round,crooked
squeezability|incompressibility
stabile|mobile
stabilisation|destabilisation,destabilization
stabilise|destabilize,destabilise
stability|inconstancy,instability,unstableness,instability
stabilization|destabilisation,destabilization
stabilize|destabilise,destabilize
stable|unstable
stableness|unstableness,instability
staccato|legato
staged|unstaged
stagnate|work
stained|unstained
stale|fresh
staleness|freshness
stalinise|destalinize
stalinize|destalinize
stalked|sessile
stalkless|pedunculate
firm|surrender
still|move
up|sit
stand|yield,sit,lie
standard|nonstandard
stander|sitter
standing|running,seated
staple|unstaple
starboard|larboard
starchless|starchy
starchy|starchless
starless|starry
starry|starless
out|end
up|stop
start|middle,end,end,stop,finish
time|middle,end
starve|feed,be
war|peace
statesmanlike|unstatesmanlike
statesmanly|unstatesmanlike
stative|active
coil|rotor
stator|rotor
place|travel
put|move
stay|change,move,depart
steadily|unsteadily
steadiness|unsteadiness
steady|unsteady,unsteadily
steep|gradual
steepness|gradualness
stemless|caulescent,stemmed
stemmed|acaulescent,stemless
down|escalate,take
up|de-escalate
step-down|increase
step-up|decrease
sterile|fertile
sterility|fertility
steroidal|nonsteroidal
around|move
stick|dislodge,move
stiff|impotent
stiffen|loosen
stifle|stimulate
stigmatic|astigmatic
stigmatism|astigmatism
still|agitate,louden,moving,sparkling,no
stillbirth|live
infant|liveborn
stillness|motion
stimulate|de-energise,de-energize,sedate,stifle
stimulating|unstimulating
stimulative|depressant
stinginess|generosity
stingy|ample,generous
stinky|fragrant
stirred|unmoved
stoic|emotional
stomatous|astomatous
consonant|continuant
stop|continue,begin,start,continuant
stoppable|unstoppable
stormy|calm
stoutheartedness|faintheartedness
straddle|side
arrow|liar
line|curve
shooter|liar
ticket|split
straight|curved,coiled,curly,indirectly,crooked
out|snarl,entangle
straighten|bend
straightness|curliness,indirectness,crookedness
strain|unstrain,relax
strange|native,familiar
strangeness|nativeness,familiarity
strap|unstrap
language|unstratified
stratified|unstratified
strength|weak
strengthen|weaken
strengthening|weakening
stressed|unstressed
stretch|shrink
strict|indulgent
strike|miss
string|unstring
down|dress
strip|dress
point|weak
suit|weak
strong|weak,impotent
strongly|weakly
structured|unstructured
stubborn|docile
stuck|unstuck
studied|unstudied
studio|location
stuff|unstuff
stupid|smart,intelligent
stupidity|intelligence
sturdy|compromising
styleless|stylish
stylish|styleless,unfashionable
suasion|dissuasion
subartesian|artesian
subhuman|superhuman
subjacent|superjacent
case|oblique
subjective|transeunt,objective
subjectively|objectively
submerged|afloat,aground
submergible|nonsubmersible
warship|surface
submersible|nonsubmersible,surface
submissive|domineering
subordinate|independent,insubordinate,dominant
subordinating|coordinating
subordination|insubordination
subordinative|coordinating
subscript|adscript,superscript,superscript
subsequence|priority
subsequent|antecedent
subsequentness|priority
subsonic|supersonic,sonic
substantial|insubstantial
substantiality|insubstantiality
substantialness|insubstantiality
substantiate|negate
substantive|adjective
subsurface|overhead,surface
subtract|add
subtraction|addition
subtractive|additive
succeed|precede,fail
succeeder|loser
succeeding|preceding
success|loser,failure
successful|unsuccessful
successfully|unsuccessfully
succumb|survive
suck|bottlefeed
suckle|bottlefeed
sudden|gradual
suffer|enjoy,be
sufficiency|inadequacy,insufficiency
sufficient|insufficient
sufficiently|insufficiently
suffix|prefix
sugarless|sugary
sugary|sugarless
suggest|contraindicate
suitability|unsuitableness,unsuitability
suitableness|unsuitableness,unsuitability
suitably|unsuitably,inappropriately
solstice|winter
summerise|winterize
summerize|winterize
summery|autumnal,wintry,vernal
sundown|sunrise
sunken|afloat,aground
sunniness|uncheerfulness
sunrise|sunset
sunset|sunrise
sunshine|uncheerfulness
sunup|sunset
superficial|profound
superficiality|profundity
superhuman|subhuman
superior|inferior,subscript,inferior,adscript
superiority|low
superjacent|subjacent
supernal|infernal
supernatural|natural
superordinate|inferior
superscript|subscript,adscript,subscript
supersonic|sonic,subsonic
supervised|unsupervised
supination|pronation
supply|demand,recall
support|negate
supported|unsupported,unsupported
supportive|unsupportive
suppressed|publicized
suppurative|nonsuppurative
supra|below
surcharge|undercharge
surd|voiced
thing|uncertainty
sure|unsure,uncertain,uncertain
mail|air
ship|submersible
surface|subsurface,overhead
surface-assimilative|nonadsorbent
surface-to-air|air-to-surface,air-to-air
surge|ebb
surgical|nonsurgical,medical
surmountable|insurmountable
surprised|unsurprised
surprising|unsurprising
surprisingness|expectedness
surrender|resist
survive|succumb
susceptibility|unsusceptibility
susceptible|unsusceptible
susceptibleness|unsusceptibility
suspect|plaintiff,trust
suspected|unsuspected
sustain|negate
swear|mistrust,distrust
sweet|dry,sour,salty
sweeten|sour
sweetness|unpleasantness
swept|unswept
